Total block: 4383
Pages per block: 256
PBA	Write Offset	Invalid
0	1088224		250	
1	256		34	
2	256		57	
3	256		220	
4	256		47	
5	256		51	
6	256		211	
7	256		58	
8	256		30	
9	256		47	
10	256		62	
11	256		230	
12	256		50	
13	256		81	
14	256		85	
15	256		89	
16	256		57	
17	256		238	
18	256		29	
19	256		62	
20	256		225	
21	256		71	
22	256		77	
23	256		78	
24	256		76	
25	256		39	
26	256		75	
27	256		223	
28	256		235	
29	256		236	
30	256		232	
31	256		110	
32	256		207	
33	256		211	
34	256		47	
35	256		212	
36	256		32	
37	256		43	
38	256		45	
39	256		77	
40	256		196	
41	256		215	
42	256		60	
43	256		224	
44	256		218	
45	256		226	
46	256		237	
47	256		216	
48	256		213	
49	256		98	
50	256		116	
51	256		49	
52	256		61	
53	256		221	
54	256		213	
55	256		224	
56	256		110	
57	256		118	
58	256		227	
59	256		86	
60	256		233	
61	256		99	
62	256		114	
63	256		126	
64	256		106	
65	256		136	
66	256		191	
67	256		236	
68	256		21	
69	256		229	
70	256		31	
71	256		48	
72	256		31	
73	256		61	
74	256		222	
75	256		79	
76	256		42	
77	256		57	
78	256		65	
79	256		85	
80	256		75	
81	256		240	
82	256		91	
83	256		120	
84	256		235	
85	256		200	
86	256		219	
87	256		231	
88	256		230	
89	256		221	
90	256		95	
91	256		220	
92	256		221	
93	256		216	
94	256		212	
95	256		90	
96	256		202	
97	256		217	
98	256		208	
99	256		214	
100	256		204	
101	256		232	
102	256		205	
103	256		220	
104	256		211	
105	256		221	
106	256		211	
107	256		217	
108	256		227	
109	256		210	
110	256		206	
111	256		232	
112	256		207	
113	256		226	
114	256		229	
115	256		208	
116	256		223	
117	256		214	
118	256		203	
119	256		230	
120	256		231	
121	256		209	
122	256		202	
123	256		192	
124	256		229	
125	256		210	
126	256		228	
127	256		214	
128	256		202	
129	256		236	
130	256		222	
131	256		212	
132	256		216	
133	256		214	
134	256		210	
135	256		225	
136	256		214	
137	256		194	
138	256		219	
139	256		234	
140	256		231	
141	256		232	
142	256		51	
143	256		207	
144	256		205	
145	256		200	
146	256		220	
147	256		207	
148	256		225	
149	256		216	
150	256		203	
151	256		219	
152	256		208	
153	256		230	
154	256		224	
155	256		227	
156	256		232	
157	256		215	
158	256		225	
159	256		206	
160	256		224	
161	256		226	
162	256		223	
163	256		211	
164	256		213	
165	256		235	
166	256		216	
167	256		222	
168	256		229	
169	256		207	
170	256		206	
171	256		212	
172	256		78	
173	256		223	
174	256		203	
175	256		209	
176	256		233	
177	256		210	
178	256		221	
179	256		225	
180	256		207	
181	256		206	
182	256		201	
183	256		203	
184	256		207	
185	256		231	
186	256		234	
187	256		221	
188	256		201	
189	256		211	
190	256		224	
191	256		213	
192	256		194	
193	256		223	
194	256		218	
195	256		200	
196	256		218	
197	256		221	
198	256		227	
199	256		191	
200	256		201	
201	256		192	
202	256		197	
203	256		212	
204	256		212	
205	256		201	
206	256		214	
207	256		216	
208	256		204	
209	256		227	
210	256		228	
211	256		197	
212	256		219	
213	256		191	
214	256		214	
215	256		238	
216	256		203	
217	256		214	
218	256		222	
219	256		226	
220	256		213	
221	256		217	
222	256		224	
223	256		202	
224	256		219	
225	256		227	
226	256		211	
227	256		191	
228	256		218	
229	256		212	
230	256		231	
231	256		230	
232	256		221	
233	256		228	
234	256		233	
235	256		217	
236	256		200	
237	256		226	
238	256		227	
239	256		226	
240	256		206	
241	256		209	
242	256		196	
243	256		223	
244	256		221	
245	256		210	
246	256		204	
247	256		209	
248	256		218	
249	256		237	
250	256		208	
251	256		204	
252	256		213	
253	256		222	
254	256		195	
255	256		215	
256	256		214	
257	256		219	
258	256		200	
259	256		222	
260	256		216	
261	256		233	
262	256		207	
263	256		173	
264	256		212	
265	256		197	
266	256		224	
267	256		198	
268	256		217	
269	256		211	
270	256		211	
271	256		215	
272	256		231	
273	256		26	
274	256		24	
275	256		36	
276	256		36	
277	256		49	
278	256		25	
279	256		48	
280	256		214	
281	256		228	
282	256		11	
283	256		48	
284	256		38	
285	256		48	
286	256		210	
287	256		85	
288	256		199	
289	256		200	
290	256		191	
291	256		211	
292	256		217	
293	256		217	
294	256		237	
295	256		215	
296	256		223	
297	256		219	
298	256		223	
299	256		206	
300	256		225	
301	256		229	
302	256		231	
303	256		225	
304	256		204	
