Total secondary entries: 56320	
Used secondary entries: 36077	
IDX	LPA	PPA	STATE
21159	976876	1076990	1	
21160	976887	1076991	1	
21161	680976	749449	1	
21162	976907	1076992	1	
21163	976910	1076993	1	
21164	976921	1076994	1	
21165	976922	1076995	1	
21166	976924	1076996	1	
21167	976926	1076997	1	
21168	976935	1076998	1	
21169	976936	1076999	1	
21170	976937	1077000	1	
21171	976938	1077001	1	
21172	491690	1077002	1	
21173	-1	-1	0	
21174	621930	1077004	1	
21175	621970	1077005	1	
21176	646087	1077006	1	
21177	646097	1077007	1	
21178	620515	1077008	1	
21179	679058	1077009	1	
21180	679079	1077010	1	
21181	-1	-1	0	
21182	679222	1077011	1	
21183	679685	1077012	1	
21184	679709	1077013	1	
21185	679770	1077014	1	
21186	649125	1077015	1	
21187	643395	1077016	1	
21188	643427	1077017	1	
21189	643506	1077018	1	
21190	643556	1077019	1	
21191	613099	1077020	1	
21192	678445	1077021	1	
21193	678609	1077022	1	
21194	678721	1077023	1	
21195	678845	1077024	1	
21196	707771	1077025	1	
21197	707791	1077026	1	
21198	707840	1077027	1	
21199	707851	1077028	1	
21200	707960	1077029	1	
21201	768220	1077030	1	
21202	768222	1077031	1	
21203	768260	1077032	1	
21204	768267	1077033	1	
21205	768280	1077034	1	
21206	768284	1077035	1	
21207	768383	1077036	1	
21208	768391	1077037	1	
21209	768414	1077038	1	
21210	632036	1077039	1	
21211	794946	1077040	1	
21212	794977	1077041	1	
21213	868875	1077042	1	
21214	868890	1077043	1	
21215	868919	1077044	1	
21216	868980	1077045	1	
21217	868982	1077046	1	
21218	868986	1077047	1	
21219	869010	1077048	1	
21220	869026	1077049	1	
21221	869030	1077050	1	
21222	-1	-1	0	
21223	869063	1077052	1	
21224	869064	1077053	1	
21225	869092	1077054	1	
21226	869093	1077055	1	
21227	869109	1077056	1	
21228	869154	1077057	1	
21229	869163	1077058	1	
21230	927264	935649	1	
21231	869206	1077059	1	
21232	869226	1077060	1	
21233	869266	1077061	1	
21234	869268	1077062	1	
21235	869271	1077063	1	
21236	869278	1077064	1	
21237	869319	1077065	1	
21238	-1	-1	0	
21239	869341	1077067	1	
21240	869346	1077068	1	
21241	892770	1077069	1	
21242	-1	-1	0	
21243	892805	1077071	1	
21244	892829	1077072	1	
21245	892846	1077073	1	
21246	892862	1077074	1	
21247	892877	1077075	1	
21248	892885	1077076	1	
21249	892891	1077077	1	
21250	892904	1077078	1	
21251	892916	1077079	1	
21252	-1	-1	0	
21253	892952	1077081	1	
21254	892960	1077082	1	
21255	892965	1077083	1	
21256	892974	1077084	1	
21257	892996	1077085	1	
21258	892997	1077086	1	
21259	893005	1077087	1	
21260	893015	1077088	1	
21261	893025	1077089	1	
21262	893035	1077090	1	
21263	893070	1077091	1	
21264	893081	1077092	1	
21265	893088	1077093	1	
21266	893095	1077094	1	
21267	893118	1077095	1	
21268	893129	1077096	1	
21269	893345	1077097	1	
21270	893355	1077098	1	
21271	893379	1077099	1	
21272	813881	1077100	1	
21273	950816	1077101	1	
21274	950829	1077102	1	
21275	950831	1077103	1	
21276	950832	1077104	1	
21277	950833	1077105	1	
21278	950838	1077106	1	
21279	950849	1077107	1	
21280	950856	1077108	1	
21281	950859	1077109	1	
21282	950862	1077110	1	
21283	950864	1077111	1	
21284	950882	1077112	1	
21285	950885	1077113	1	
21286	950888	1077114	1	
21287	950892	1077115	1	
21288	950893	1077116	1	
21289	950900	1077117	1	
21290	950901	1077118	1	
21291	950910	1077119	1	
21292	950913	1077120	1	
21293	950914	1077121	1	
21294	950917	1077122	1	
21295	950926	1077123	1	
21296	950929	1077124	1	
21297	950992	1077125	1	
21298	950993	1077126	1	
21299	859670	887991	1	
21300	951009	1077127	1	
21301	951011	1077128	1	
21302	859682	887994	1	
21303	951017	1077129	1	
21304	951018	1077130	1	
21305	951039	1077131	1	
21306	951042	1077132	1	
21307	951045	1077133	1	
21308	951050	1077134	1	
21309	951051	1077135	1	
21310	951061	1077136	1	
21311	951089	1077137	1	
21312	951090	1077138	1	
21313	951097	1077139	1	
21314	951107	1077140	1	
21315	951109	1077141	1	
21316	951132	1077142	1	
21317	951146	1077143	1	
21318	951160	1077144	1	
21319	268388	422717	1	
21320	922854	1077145	1	
21321	922858	1077146	1	
21322	922862	1077147	1	
21323	922865	1077148	1	
21324	922870	1077149	1	
21325	922916	1077150	1	
21326	922924	1077151	1	
21327	922928	1077152	1	
21328	-1	-1	0	
21329	922938	1077154	1	
21330	922940	1077155	1	
21331	922952	1077156	1	
21332	922965	1077157	1	
21333	-1	-1	0	
21334	-1	-1	0	
21335	922977	1077159	1	
21336	922991	1077160	1	
21337	923015	1077161	1	
21338	855144	1077162	1	
21339	855149	1077163	1	
21340	855158	1077164	1	
21341	855225	1077165	1	
21342	-1	-1	0	
21343	855273	1077167	1	
21344	797788	842684	1	
21345	855291	1077168	1	
21346	855331	1077169	1	
21347	855342	1077170	1	
21348	855344	1077171	1	
21349	-1	-1	0	
21350	855377	1077173	1	
21351	855393	1077174	1	
21352	855397	1077175	1	
21353	855415	1077176	1	
21354	855426	1077177	1	
21355	855441	1077178	1	
21356	634864	1077179	1	
21357	867047	1077180	1	
21358	867062	1077181	1	
21359	867065	1077182	1	
21360	874807	1077183	1	
21361	874849	1077184	1	
21362	874854	1077185	1	
21363	874858	1077186	1	
21364	874861	1077187	1	
21365	874863	1077188	1	
21366	874867	1077189	1	
21367	874906	1077190	1	
21368	874918	1077191	1	
21369	874929	1077192	1	
21370	874931	1077193	1	
21371	874943	1077194	1	
21372	874950	1077195	1	
21373	888898	1077196	1	
21374	888913	1077197	1	
21375	888921	1077198	1	
21376	888931	1077199	1	
21377	888939	1077200	1	
21378	888961	1077201	1	
21379	888962	1077202	1	
21380	888964	1077203	1	
21381	888974	1077204	1	
21382	888989	1077205	1	
21383	888997	1077206	1	
21384	889012	1077207	1	
21385	889028	1077208	1	
21386	889073	1077209	1	
21387	889076	1077210	1	
21388	889098	1077211	1	
21389	-1	-1	0	
21390	889117	1077213	1	
21391	889124	1077214	1	
21392	889126	1077215	1	
21393	889131	1077216	1	
21394	889142	1077217	1	
21395	889160	1077218	1	
21396	889168	1077219	1	
21397	889176	1077220	1	
21398	889183	1077221	1	
21399	889186	1077222	1	
21400	889195	1077223	1	
21401	889198	1077224	1	
21402	889212	1077225	1	
21403	889220	1077226	1	
21404	889232	1077227	1	
21405	889241	1077228	1	
21406	935853	983759	1	
21407	935854	983760	1	
21408	935859	983761	1	
21409	889269	1077229	1	
21410	935863	983763	1	
21411	935866	983764	1	
21412	889278	1077230	1	
21413	935872	983766	1	
21414	889305	1077231	1	
21415	889310	1077232	1	
21416	889339	1077233	1	
21417	889345	1077234	1	
21418	889347	1077235	1	
21419	889351	1077236	1	
21420	889361	1077237	1	
21421	889362	1077238	1	
21422	889423	1077239	1	
21423	889427	1077240	1	
21424	889470	1077241	1	
21425	889480	1077242	1	
21426	889493	1077243	1	
21427	889499	1077244	1	
21428	889509	1077245	1	
21429	889529	1077246	1	
21430	889533	1077247	1	
21431	889583	1077248	1	
21432	889608	1077249	1	
21433	889609	1077250	1	
21434	889621	1077251	1	
21435	889629	1077252	1	
21436	863923	1077253	1	
21437	863927	1077254	1	
21438	863947	1077255	1	
21439	863958	1077256	1	
21440	863963	1077257	1	
21441	863978	1077258	1	
21442	863988	1077259	1	
21443	863997	1077260	1	
21444	863999	1077261	1	
21445	864001	1077262	1	
21446	900555	1077263	1	
21447	900567	1077264	1	
21448	900572	1077265	1	
21449	900593	1077266	1	
21450	900596	1077267	1	
21451	900604	1077268	1	
21452	900605	1077269	1	
21453	900615	1077270	1	
21454	900616	1077271	1	
21455	900694	1077272	1	
21456	900704	1077273	1	
21457	900709	1077274	1	
21458	900714	1077275	1	
21459	900717	1077276	1	
21460	900732	1077277	1	
21461	900741	1077278	1	
21462	343215	749730	1	
21463	900769	1077279	1	
21464	970234	1077280	1	
21465	952109	1077281	1	
21466	952112	1077282	1	
21467	952113	1077283	1	
21468	952133	1077284	1	
21469	952153	1077285	1	
21470	952158	1077286	1	
21471	952178	1077287	1	
21472	952181	1077288	1	
21473	952182	1077289	1	
21474	952184	1077290	1	
21475	952186	1077291	1	
21476	952221	1077292	1	
21477	952226	1077293	1	
21478	952231	1077294	1	
21479	952238	1077295	1	
21480	952239	1077296	1	
21481	952248	1077297	1	
21482	952256	1077298	1	
21483	952270	1077299	1	
21484	952271	1077300	1	
21485	952275	1077301	1	
21486	952286	1077302	1	
21487	952292	1077303	1	
21488	952294	1077304	1	
21489	952302	1077305	1	
21490	952305	1077306	1	
21491	952306	1077307	1	
21492	926491	1077308	1	
21493	926499	1077309	1	
21494	926503	1077310	1	
21495	926509	1077311	1	
21496	926543	1077312	1	
21497	695308	1077313	1	
21498	744927	1077314	1	
21499	744945	1077315	1	
21500	744978	1077316	1	
21501	744991	1077317	1	
21502	745010	1077318	1	
21503	745122	1077319	1	
21504	745141	1077320	1	
21505	745242	1077321	1	
21506	745449	1077322	1	
21507	745492	1077323	1	
21508	745497	1077324	1	
21509	527465	1077325	1	
21510	179933	1077326	1	
21511	737189	797611	1	
21512	487249	1077327	1	
21513	487376	1077328	1	
21514	487381	1077329	1	
21515	487528	1077330	1	
21516	487593	1077331	1	
21517	487843	1077332	1	
21518	487873	1077333	1	
21519	487943	1077334	1	
21520	333293	1077335	1	
21521	333444	1077336	1	
21522	333544	1077337	1	
21523	421983	1077338	1	
21524	422509	1077339	1	
21525	422540	1077340	1	
21526	486915	1077341	1	
21527	486971	1077342	1	
21528	1009400	1077343	1	
21529	1009403	1077344	1	
21530	1009404	1077345	1	
21531	1009408	1077346	1	
21532	1009413	1077347	1	
21533	1009420	1077348	1	
21534	1009421	1077349	1	
21535	1009422	1077350	1	
21536	1009424	1077351	1	
21537	1009432	1077352	1	
21538	1009435	1077353	1	
21539	1009441	1077354	1	
21540	-1	-1	0	
21541	1009451	1077356	1	
21542	1009453	1077357	1	
21543	1009454	1077358	1	
21544	1009460	1077359	1	
21545	1009462	1077360	1	
21546	1009472	1077361	1	
21547	1009473	1077362	1	
21548	1009479	1077363	1	
21549	1009480	1077364	1	
21550	1009481	1077365	1	
21551	1009483	1077366	1	
21552	67078	520808	1	
21553	1009484	1077367	1	
21554	1009501	1077368	1	
21555	1009505	1077369	1	
21556	1009507	1077370	1	
21557	1009509	1077371	1	
21558	1009513	1077372	1	
21559	1009515	1077373	1	
21560	1009520	1077374	1	
21561	1009522	1077375	1	
21562	1009526	1077376	1	
21563	1009531	1077377	1	
21564	1009533	1077378	1	
21565	1009534	1077379	1	
21566	1009554	1077380	1	
21567	860563	888239	1	
21568	1009559	1077381	1	
21569	1009566	1077382	1	
21570	1009568	1077383	1	
21571	1009569	1077384	1	
21572	1009571	1077385	1	
21573	1009574	1077386	1	
21574	1009576	1077387	1	
21575	1009582	1077388	1	
21576	1009583	1077389	1	
21577	1009586	1077390	1	
21578	1009589	1077391	1	
21579	1009592	1077392	1	
21580	1009593	1077393	1	
21581	1009597	1077394	1	
21582	1009605	1077395	1	
21583	1009608	1077396	1	
21584	1009613	1077397	1	
21585	1009614	1077398	1	
21586	1009626	1077399	1	
21587	1009627	1077400	1	
21588	1009635	1077401	1	
21589	1009636	1077402	1	
21590	1009639	1077403	1	
21591	1009644	1077404	1	
21592	1009645	1077405	1	
21593	1009650	1077406	1	
21594	1009655	1077407	1	
21595	1009657	1077408	1	
21596	1009661	1077409	1	
21597	1009666	1077410	1	
21598	1009668	1077411	1	
21599	1009670	1077412	1	
21600	1009675	1077413	1	
21601	1009677	1077414	1	
21602	1009678	1077415	1	
21603	1009680	1077416	1	
21604	1009684	1077417	1	
21605	1009686	1077418	1	
21606	1009690	1077419	1	
21607	1009703	1077420	1	
21608	1009707	1077421	1	
21609	1009709	1077422	1	
21610	1009711	1077423	1	
21611	1009716	1077424	1	
21612	1009717	1077425	1	
21613	1009723	1077426	1	
21614	1009729	1077427	1	
21615	1009734	1077428	1	
21616	1009744	1077429	1	
21617	1009754	1077430	1	
21618	1009756	1077431	1	
21619	1009761	1077432	1	
21620	1009769	1077433	1	
21621	1009770	1077434	1	
21622	1009774	1077435	1	
21623	1009781	1077436	1	
21624	1009792	1077437	1	
21625	161950	333614	1	
21626	1009797	1077438	1	
21627	1009802	1077439	1	
21628	1009804	1077440	1	
21629	1009807	1077441	1	
21630	1009809	1077442	1	
21631	1009811	1077443	1	
21632	-1	-1	0	
21633	1009825	1077445	1	
21634	1009830	1077446	1	
21635	1009832	1077447	1	
21636	1009833	1077448	1	
21637	1009836	1077449	1	
21638	1009838	1077450	1	
21639	1009839	1077451	1	
21640	1009844	1077452	1	
21641	1009845	1077453	1	
21642	1009846	1077454	1	
21643	1009847	1077455	1	
21644	1009848	1077456	1	
21645	1009857	1077457	1	
21646	1009868	1077458	1	
21647	1009872	1077459	1	
21648	1009881	1077460	1	
21649	1009885	1077461	1	
21650	1009890	1077462	1	
21651	1009892	1077463	1	
21652	1009893	1077464	1	
21653	1009897	1077465	1	
21654	1009900	1077466	1	
21655	1009904	1077467	1	
21656	1009907	1077468	1	
21657	1009910	1077469	1	
21658	1009916	1077470	1	
21659	1009919	1077471	1	
21660	1009920	1077472	1	
21661	1009924	1077473	1	
21662	1009930	1077474	1	
21663	1009938	1077475	1	
21664	1009942	1077476	1	
21665	1009944	1077477	1	
21666	1009952	1077478	1	
21667	1009953	1077479	1	
21668	1009960	1077480	1	
21669	1009963	1077481	1	
21670	1009964	1077482	1	
21671	1009966	1077483	1	
21672	1009967	1077484	1	
21673	1009968	1077485	1	
21674	1009972	1077486	1	
21675	1009981	1077487	1	
21676	1009991	1077488	1	
21677	1009996	1077489	1	
21678	1010006	1077490	1	
21679	1010007	1077491	1	
21680	1010008	1077492	1	
21681	1010009	1077493	1	
21682	1010010	1077494	1	
21683	1010015	1077495	1	
21684	1010026	1077496	1	
21685	1010032	1077497	1	
21686	1010033	1077498	1	
21687	1010038	1077499	1	
21688	1010042	1077500	1	
21689	1010044	1077501	1	
21690	1010045	1077502	1	
21691	1010046	1077503	1	
21692	1010051	1077504	1	
21693	1010056	1077505	1	
21694	1010058	1077506	1	
21695	1010077	1077507	1	
21696	1010081	1077508	1	
21697	1010087	1077509	1	
21698	1010091	1077510	1	
21699	1010096	1077511	1	
21700	798972	843018	1	
21701	1010097	1077512	1	
21702	1010098	1077513	1	
21703	798995	843021	1	
21704	1010103	1077514	1	
21705	1010107	1077515	1	
21706	1010113	1077516	1	
21707	1010117	1077517	1	
21708	1010118	1077518	1	
21709	799007	843027	1	
21710	1010119	1077519	1	
21711	799019	843029	1	
21712	1010121	1077520	1	
21713	1010122	1077521	1	
21714	1010138	1077522	1	
21715	1010139	1077523	1	
21716	1010147	1077524	1	
21717	1010153	1077525	1	
21718	1010159	1077526	1	
21719	747018	1077527	1	
21720	747038	1077528	1	
21721	747074	1077529	1	
21722	799066	843040	1	
21723	747147	1077530	1	
21724	747155	1077531	1	
21725	747211	1077532	1	
21726	747214	1077533	1	
21727	747219	1077534	1	
21728	-1	-1	0	
21729	859240	1077536	1	
21730	859246	1077537	1	
21731	859265	1077538	1	
21732	859282	1077539	1	
21733	859292	1077540	1	
21734	859307	1077541	1	
21735	859326	1077542	1	
21736	859351	1077543	1	
21737	488851	749992	1	
21738	859389	1077544	1	
21739	859401	1077545	1	
21740	859419	1077546	1	
21741	632056	1077547	1	
21742	645185	1077548	1	
21743	-1	-1	0	
21744	799116	843056	1	
21745	664742	1077550	1	
21746	664752	1077551	1	
21747	572176	1077552	1	
21748	888435	1077553	1	
21749	888444	1077554	1	
21750	888453	1077555	1	
21751	799135	843063	1	
21752	888462	1077556	1	
21753	799142	843065	1	
21754	888471	1077557	1	
21755	888510	1077558	1	
21756	888521	1077559	1	
21757	888528	1077560	1	
21758	888539	1077561	1	
21759	799157	843071	1	
21760	888546	1077562	1	
21761	799159	843073	1	
21762	888563	1077563	1	
21763	888580	1077564	1	
21764	888629	1077565	1	
21765	888630	1077566	1	
21766	888645	1077567	1	
21767	888649	1077568	1	
21768	888650	1077569	1	
21769	888681	1077570	1	
21770	888682	1077571	1	
21771	888684	1077572	1	
21772	888689	1077573	1	
21773	888690	1077574	1	
21774	799201	843086	1	
21775	888692	1077575	1	
21776	888694	1077576	1	
21777	888731	1077577	1	
21778	888737	1077578	1	
21779	888739	1077579	1	
21780	888781	1077580	1	
21781	888793	1077581	1	
21782	888847	1077582	1	
21783	888848	1077583	1	
21784	888856	1077584	1	
21785	-1	-1	0	
21786	888881	1077586	1	
21787	888893	1077587	1	
21788	888896	1077588	1	
21789	807477	1077589	1	
21790	799255	843102	1	
21791	634865	1077590	1	
21792	261607	1077591	1	
21793	345846	1077592	1	
21794	346209	1077593	1	
21795	554231	1077594	1	
21796	796942	1077595	1	
21797	796986	1077596	1	
21798	796990	1077597	1	
21799	797000	1077598	1	
21800	797102	1077599	1	
21801	797144	1077600	1	
21802	635610	1077601	1	
21803	721531	1077602	1	
21804	721599	1077603	1	
21805	721617	1077604	1	
21806	721654	1077605	1	
21807	721963	1077606	1	
21808	799318	843119	1	
21809	728853	1077607	1	
21810	728862	1077608	1	
21811	728872	1077609	1	
21812	728973	1077610	1	
21813	728985	1077611	1	
21814	729048	1077612	1	
21815	729105	1077613	1	
21816	729122	1077614	1	
21817	729125	1077615	1	
21818	768602	1077616	1	
21819	768611	1077617	1	
21820	768661	1077618	1	
21821	768741	1077619	1	
21822	768743	1077620	1	
21823	768750	1077621	1	
21824	768879	1077622	1	
21825	769077	1077623	1	
21826	769081	1077624	1	
21827	769127	1077625	1	
21828	769148	1077626	1	
21829	626088	1077627	1	
21830	798746	1077628	1	
21831	798816	1077629	1	
21832	798839	1077630	1	
21833	798875	1077631	1	
21834	798904	1077632	1	
21835	798906	1077633	1	
21836	770358	1077634	1	
21837	770388	1077635	1	
21838	770395	1077636	1	
21839	770408	1077637	1	
21840	770419	1077638	1	
21841	770432	1077639	1	
21842	770436	1077640	1	
21843	663050	1077641	1	
21844	663117	1077642	1	
21845	635161	1077643	1	
21846	799426	843156	1	
21847	635343	1077644	1	
21848	628450	1077645	1	
21849	588167	1077646	1	
21850	-1	-1	0	
21851	799451	843161	1	
21852	833114	1077648	1	
21853	833122	1077649	1	
21854	833126	1077650	1	
21855	833133	1077651	1	
21856	833134	1077652	1	
21857	833158	1077653	1	
21858	833164	1077654	1	
21859	799474	843169	1	
21860	833179	1077655	1	
21861	799481	843171	1	
21862	833180	1077656	1	
21863	833193	1077657	1	
21864	833207	1077658	1	
21865	833209	1077659	1	
21866	833238	1077660	1	
21867	833247	1077661	1	
21868	833259	1077662	1	
21869	833293	1077663	1	
21870	833294	1077664	1	
21871	-1	-1	0	
21872	799508	843182	1	
21873	833321	1077666	1	
21874	833323	1077667	1	
21875	833328	1077668	1	
21876	827947	1077669	1	
21877	827963	1077670	1	
21878	827970	1077671	1	
21879	827975	1077672	1	
21880	827985	1077673	1	
21881	799538	843191	1	
21882	828000	1077674	1	
21883	828001	1077675	1	
21884	828031	1077676	1	
21885	828052	1077677	1	
21886	828090	1077678	1	
21887	828092	1077679	1	
21888	828109	1077680	1	
21889	799572	843199	1	
21890	792982	1077681	1	
21891	793016	1077682	1	
21892	793049	1077683	1	
21893	793050	1077684	1	
21894	793070	1077685	1	
21895	-1	-1	0	
21896	793127	1077687	1	
21897	793141	1077688	1	
21898	799586	843208	1	
21899	793148	1077689	1	
21900	793161	1077690	1	
21901	793203	1077691	1	
21902	793219	1077692	1	
21903	793283	1077693	1	
21904	793359	1077694	1	
21905	799622	843215	1	
21906	793372	1077695	1	
21907	793399	1077696	1	
21908	793408	1077697	1	
21909	793428	1077698	1	
21910	793432	1077699	1	
21911	793466	1077700	1	
21912	793473	1077701	1	
21913	911458	1077702	1	
21914	911465	1077703	1	
21915	911479	1077704	1	
21916	911521	1077705	1	
21917	911528	1077706	1	
21918	911530	1077707	1	
21919	911552	1077708	1	
21920	911570	1077709	1	
21921	911578	1077710	1	
21922	912693	1077711	1	
21923	912699	1077712	1	
21924	912723	1077713	1	
21925	799688	843234	1	
21926	799690	843235	1	
21927	912727	1077714	1	
21928	912740	1077715	1	
21929	912745	1077716	1	
21930	860870	1077717	1	
21931	860876	1077718	1	
21932	799706	843241	1	
21933	860885	1077719	1	
21934	858959	1077720	1	
21935	858969	1077721	1	
21936	859011	1077722	1	
21937	859027	1077723	1	
21938	859051	1077724	1	
21939	859074	1077725	1	
21940	859076	1077726	1	
21941	859081	1077727	1	
21942	799730	843251	1	
21943	799731	843252	1	
21944	859099	1077728	1	
21945	706885	1077729	1	
21946	710854	1077730	1	
21947	799738	843256	1	
21948	710909	1077731	1	
21949	710916	1077732	1	
21950	710966	1077733	1	
21951	799748	843260	1	
21952	711083	1077734	1	
21953	711121	1077735	1	
21954	711270	1077736	1	
21955	711575	1077737	1	
21956	711616	1077738	1	
21957	711689	1077739	1	
21958	561786	1077740	1	
21959	624117	1077741	1	
21960	624170	1077742	1	
21961	609799	1077743	1	
21962	-1	-1	0	
21963	605184	1077745	1	
21964	605401	1077746	1	
21965	605447	1077747	1	
21966	605449	1077748	1	
21967	635384	1077749	1	
21968	755900	1077750	1	
21969	755912	1077751	1	
21970	756027	1077752	1	
21971	756142	1077753	1	
21972	756179	1077754	1	
21973	756257	1077755	1	
21974	756266	1077756	1	
21975	756451	1077757	1	
21976	748064	1077758	1	
21977	748089	1077759	1	
21978	861664	888513	1	
21979	748212	1077760	1	
21980	748267	1077761	1	
21981	748313	1077762	1	
21982	864792	1077763	1	
21983	864799	1077764	1	
21984	864831	1077765	1	
21985	864882	1077766	1	
21986	936149	1029376	1	
21987	936150	1029377	1	
21988	936162	1029378	1	
21989	936163	1029379	1	
21990	936172	1029380	1	
21991	936192	1029381	1	
21992	936207	1029382	1	
21993	939980	1077767	1	
21994	936234	1029384	1	
21995	939982	1077768	1	
21996	936242	1029386	1	
21997	940009	1077769	1	
21998	940017	1077770	1	
21999	936257	1029389	1	
22000	936259	1029390	1	
22001	936260	1029391	1	
22002	936270	1029392	1	
22003	936283	1029393	1	
22004	936302	1029394	1	
22005	936320	1029395	1	
22006	936324	1029396	1	
22007	940019	1077771	1	
22008	940022	1077772	1	
22009	936333	1029399	1	
22010	936335	1029400	1	
22011	842883	1029401	1	
22012	842884	1029402	1	
22013	842898	1029403	1	
22014	842905	1029404	1	
22015	842919	1029405	1	
22016	842936	1029406	1	
22017	842940	1029407	1	
22018	940025	1077773	1	
22019	940030	1077774	1	
22020	842961	1029410	1	
22021	-1	-1	0	
22022	842976	1029412	1	
22023	940044	1077775	1	
22024	940057	1077776	1	
22025	940067	1077777	1	
22026	940078	1077778	1	
22027	843116	1029417	1	
22028	843135	1029418	1	
22029	843144	1029419	1	
22030	843154	1029420	1	
22031	940082	1077779	1	
22032	843224	1029422	1	
22033	843250	1029423	1	
22034	940087	1077780	1	
22035	843275	1029425	1	
22036	843283	1029426	1	
22037	843292	1029427	1	
22038	843293	1029428	1	
22039	843297	1029429	1	
22040	843301	1029430	1	
22041	940089	1077781	1	
22042	940090	1077782	1	
22043	891218	1029433	1	
22044	891224	1029434	1	
22045	891235	1029435	1	
22046	940091	1077783	1	
22047	891268	1029437	1	
22048	891272	1029438	1	
22049	891274	1029439	1	
22050	891277	1029440	1	
22051	940093	1077784	1	
22052	891284	1029442	1	
22053	891326	1029443	1	
22054	891332	1029444	1	
22055	891335	1029445	1	
22056	891339	1029446	1	
22057	940098	1077785	1	
22058	891360	1029448	1	
22059	891368	1029449	1	
22060	940101	1077786	1	
22061	891376	1029451	1	
22062	891394	1029452	1	
22063	891397	1029453	1	
22064	891398	1029454	1	
22065	891429	1029455	1	
22066	891431	1029456	1	
22067	891443	1029457	1	
22068	891444	1029458	1	
22069	891473	1029459	1	
22070	902666	1029460	1	
22071	902671	1029461	1	
22072	902673	1029462	1	
22073	902674	1029463	1	
22074	902676	1029464	1	
22075	902688	1029465	1	
22076	902692	1029466	1	
22077	902693	1029467	1	
22078	940106	1077787	1	
22079	902703	1029469	1	
22080	902724	1029470	1	
22081	902728	1029471	1	
22082	902738	1029472	1	
22083	902739	1029473	1	
22084	902743	1029474	1	
22085	902750	1029475	1	
22086	902751	1029476	1	
22087	902756	1029477	1	
22088	902772	1029478	1	
22089	902786	1029479	1	
22090	902787	1029480	1	
22091	902797	1029481	1	
22092	902804	1029482	1	
22093	902811	1029483	1	
22094	902814	1029484	1	
22095	902818	1029485	1	
22096	902823	1029486	1	
22097	902826	1029487	1	
22098	902828	1029488	1	
22099	902843	1029489	1	
22100	902853	1029490	1	
22101	902857	1029491	1	
22102	902859	1029492	1	
22103	902866	1029493	1	
22104	902869	1029494	1	
22105	902877	1029495	1	
22106	902881	1029496	1	
22107	902885	1029497	1	
22108	902914	1029498	1	
22109	902924	1029499	1	
22110	940116	1077788	1	
22111	902938	1029501	1	
22112	-1	-1	0	
22113	940117	1077789	1	
22114	940131	1077790	1	
22115	940140	1077791	1	
22116	940154	1077792	1	
22117	902971	1029507	1	
22118	902980	1029508	1	
22119	940208	1077793	1	
22120	902990	1029510	1	
22121	902998	1029511	1	
22122	903022	1029512	1	
22123	903028	1029513	1	
22124	940236	1077794	1	
22125	903035	1029515	1	
22126	903037	1029516	1	
22127	940239	1077795	1	
22128	940244	1077796	1	
22129	940253	1077797	1	
22130	903056	1029520	1	
22131	903059	1029521	1	
22132	903064	1029522	1	
22133	903072	1029523	1	
22134	903083	1029524	1	
22135	903091	1029525	1	
22136	940264	1077798	1	
22137	940268	1077799	1	
22138	903124	1029528	1	
22139	940269	1077800	1	
22140	903164	1029530	1	
22141	903167	1029531	1	
22142	903168	1029532	1	
22143	903189	1029533	1	
22144	903190	1029534	1	
22145	903211	1029535	1	
22146	903219	1029536	1	
22147	903220	1029537	1	
22148	940282	1077801	1	
22149	903238	1029539	1	
22150	800442	843448	1	
22151	903241	1029540	1	
22152	903243	1029541	1	
22153	903247	1029542	1	
22154	940296	1077802	1	
22155	903267	1029544	1	
22156	903270	1029545	1	
22157	-1	-1	0	
22158	903365	1029547	1	
22159	903377	1029548	1	
22160	903384	1029549	1	
22161	903385	1029550	1	
22162	903387	1029551	1	
22163	903396	1029552	1	
22164	940305	1077804	1	
22165	903441	1029554	1	
22166	903442	1029555	1	
22167	903449	1029556	1	
22168	903457	1029557	1	
22169	903458	1029558	1	
22170	940306	1077805	1	
22171	903463	1029560	1	
22172	903465	1029561	1	
22173	903477	1029562	1	
22174	903481	1029563	1	
22175	903482	1029564	1	
22176	903497	1029565	1	
22177	903505	1029566	1	
22178	903507	1029567	1	
22179	940307	1077806	1	
22180	940320	1077807	1	
22181	962235	1029570	1	
22182	962237	1029571	1	
22183	962247	1029572	1	
22184	962256	1029573	1	
22185	962262	1029574	1	
22186	962282	1029575	1	
22187	786895	1077808	1	
22188	962284	1029576	1	
22189	-1	-1	0	
22190	786925	1077809	1	
22191	962290	1029578	1	
22192	962294	1029579	1	
22193	783503	1029580	1	
22194	786944	1077810	1	
22195	783587	1029582	1	
22196	783601	1029583	1	
22197	783605	1029584	1	
22198	787025	1077811	1	
22199	787052	1077812	1	
22200	787056	1077813	1	
22201	783678	1029588	1	
22202	783725	1029589	1	
22203	783747	1029590	1	
22204	783783	1029591	1	
22205	783807	1029592	1	
22206	783813	1029593	1	
22207	787065	1077814	1	
22208	783918	1029595	1	
22209	577619	1077815	1	
22210	783976	1029597	1	
22211	577739	1077816	1	
22212	577740	1077817	1	
22213	570864	1077818	1	
22214	400724	1077819	1	
22215	186951	1077820	1	
22216	359001	1077821	1	
22217	312220	1077822	1	
22218	784082	1029605	1	
22219	313296	1077823	1	
22220	784125	1029606	1	
22221	784132	1029607	1	
22222	85859	1077824	1	
22223	-1	-1	0	
