Total secondary entries: 56320	
Used secondary entries: 36077	
IDX	LPA	PPA	STATE
11758	736840	834748	1	
11759	877238	1068422	1	
11760	896011	927455	1	
11761	877246	1068423	1	
11762	877250	1068424	1	
11763	877261	1068425	1	
11764	877342	1068426	1	
11765	877356	1068427	1	
11766	877387	1068428	1	
11767	877406	1068429	1	
11768	877419	1068430	1	
11769	877442	1068431	1	
11770	877445	1068432	1	
11771	849582	1068433	1	
11772	849618	1068434	1	
11773	849626	1068435	1	
11774	849630	1068436	1	
11775	849669	1068437	1	
11776	849688	1068438	1	
11777	849718	1068439	1	
11778	849719	1068440	1	
11779	849736	1068441	1	
11780	849846	1068442	1	
11781	849852	1068443	1	
11782	849891	1068444	1	
11783	849911	1068445	1	
11784	849919	1068446	1	
11785	921313	1068447	1	
11786	-1	-1	0	
11787	921335	1068449	1	
11788	921352	1068450	1	
11789	921355	1068451	1	
11790	921370	1068452	1	
11791	921374	1068453	1	
11792	921382	1068454	1	
11793	921391	1068455	1	
11794	921393	1068456	1	
11795	921408	1068457	1	
11796	921421	1068458	1	
11797	985193	1068459	1	
11798	985195	1068460	1	
11799	985196	1068461	1	
11800	985197	1068462	1	
11801	985202	1068463	1	
11802	985211	1068464	1	
11803	985212	1068465	1	
11804	985224	1068466	1	
11805	985226	1068467	1	
11806	985237	1068468	1	
11807	985246	1068469	1	
11808	985251	1068470	1	
11809	985257	1068471	1	
11810	985272	1068472	1	
11811	985281	1068473	1	
11812	985301	1068474	1	
11813	985306	1068475	1	
11814	985311	1068476	1	
11815	985316	1068477	1	
11816	985320	1068478	1	
11817	985325	1068479	1	
11818	985327	1068480	1	
11819	985336	1068481	1	
11820	985342	1068482	1	
11821	-1	-1	0	
11822	985349	1068484	1	
11823	985352	1068485	1	
11824	985361	1068486	1	
11825	985366	1068487	1	
11826	985375	1068488	1	
11827	985378	1068489	1	
11828	985379	1068490	1	
11829	985384	1068491	1	
11830	985388	1068492	1	
11831	985400	1068493	1	
11832	985401	1068494	1	
11833	985404	1068495	1	
11834	985409	1068496	1	
11835	985415	1068497	1	
11836	985422	1068498	1	
11837	985424	1068499	1	
11838	985431	1068500	1	
11839	985434	1068501	1	
11840	-1	-1	0	
11841	985458	1068503	1	
11842	985461	1068504	1	
11843	985463	1068505	1	
11844	985468	1068506	1	
11845	-1	-1	0	
11846	985476	1068508	1	
11847	985485	1068509	1	
11848	985490	1068510	1	
11849	985495	1068511	1	
11850	985500	1068512	1	
11851	985503	1068513	1	
11852	985507	1068514	1	
11853	985513	1068515	1	
11854	985516	1068516	1	
11855	985533	1068517	1	
11856	985543	1068518	1	
11857	985550	1068519	1	
11858	985553	1068520	1	
11859	985560	1068521	1	
11860	985562	1068522	1	
11861	985568	1068523	1	
11862	985571	1068524	1	
11863	985576	1068525	1	
11864	985578	1068526	1	
11865	985589	1068527	1	
11866	985592	1068528	1	
11867	985593	1068529	1	
11868	-1	-1	0	
11869	985596	1068531	1	
11870	985611	1068532	1	
11871	985619	1068533	1	
11872	985622	1068534	1	
11873	985626	1068535	1	
11874	985627	1068536	1	
11875	985631	1068537	1	
11876	985632	1068538	1	
11877	985634	1068539	1	
11878	985641	1068540	1	
11879	985644	1068541	1	
11880	985646	1068542	1	
11881	-1	-1	0	
11882	985656	1068543	1	
11883	471656	790421	1	
11884	985665	1068544	1	
11885	985667	1068545	1	
11886	985670	1068546	1	
11887	985673	1068547	1	
11888	985679	1068548	1	
11889	985681	1068549	1	
11890	985684	1068550	1	
11891	985686	1068551	1	
11892	985688	1068552	1	
11893	946999	974810	1	
11894	947000	974811	1	
11895	985690	1068553	1	
11896	985692	1068554	1	
11897	985693	1068555	1	
11898	985695	1068556	1	
11899	985703	1068557	1	
11900	985704	1068558	1	
11901	985715	1068559	1	
11902	985716	1068560	1	
11903	985718	1068561	1	
11904	985721	1068562	1	
11905	985724	1068563	1	
11906	985725	1068564	1	
11907	985730	1068565	1	
11908	985734	1068566	1	
11909	985735	1068567	1	
11910	985745	1068568	1	
11911	985746	1068569	1	
11912	985754	1068570	1	
11913	985756	1068571	1	
11914	985757	1068572	1	
11915	-1	-1	0	
11916	985763	1068574	1	
11917	985782	1068575	1	
11918	985789	1068576	1	
11919	-1	-1	0	
11920	985795	1068578	1	
11921	985798	1068579	1	
11922	985799	1068580	1	
11923	985804	1068581	1	
11924	985808	1068582	1	
11925	985810	1068583	1	
11926	985816	1068584	1	
11927	985828	1068585	1	
11928	985837	1068586	1	
11929	985843	1068587	1	
11930	985844	1068588	1	
11931	985846	1068589	1	
11932	-1	-1	0	
11933	985874	1068591	1	
11934	985879	1068592	1	
11935	985883	1068593	1	
11936	985891	1068594	1	
11937	985894	1068595	1	
11938	656718	879819	1	
11939	410383	512352	1	
11940	985896	1068596	1	
11941	985906	1068597	1	
11942	985908	1068598	1	
11943	985913	1068599	1	
11944	985915	1068600	1	
11945	-1	-1	0	
11946	985917	1068601	1	
11947	985919	1068602	1	
11948	985924	1068603	1	
11949	985934	1068604	1	
11950	-1	-1	0	
11951	985947	1068606	1	
11952	985953	1068607	1	
11953	985956	1068608	1	
11954	985959	1068609	1	
11955	985960	1068610	1	
11956	985965	1068611	1	
11957	985972	1068612	1	
11958	985974	1068613	1	
11959	985984	1068614	1	
11960	985990	1068615	1	
11961	986000	1068616	1	
11962	986001	1068617	1	
11963	986003	1068618	1	
11964	986006	1068619	1	
11965	986015	1068620	1	
11966	626342	695685	1	
11967	986024	1068621	1	
11968	986028	1068622	1	
11969	986030	1068623	1	
11970	986034	1068624	1	
11971	986069	1068625	1	
11972	986072	1068626	1	
11973	986077	1068627	1	
11974	986087	1068628	1	
11975	986095	1068629	1	
11976	986108	1068630	1	
11977	986114	1068631	1	
11978	991173	1020649	1	
11979	986118	1068632	1	
11980	991179	1020651	1	
11981	-1	-1	0	
11982	991185	1020653	1	
11983	991189	1020654	1	
11984	991196	1020655	1	
11985	991199	1020656	1	
11986	986125	1068633	1	
11987	986127	1068634	1	
11988	986128	1068635	1	
11989	986129	1068636	1	
11990	986133	1068637	1	
11991	986145	1068638	1	
11992	986148	1068639	1	
11993	986159	1068640	1	
11994	986161	1068641	1	
11995	986164	1068642	1	
11996	986165	1068643	1	
11997	986170	1068644	1	
11998	-1	-1	0	
11999	986178	1068646	1	
12000	986193	1068647	1	
12001	986194	1068648	1	
12002	986199	1068649	1	
12003	759629	1068650	1	
12004	759658	1068651	1	
12005	896969	927690	1	
12006	759661	1068652	1	
12007	896982	927692	1	
12008	759672	1068653	1	
12009	699991	1068654	1	
12010	997630	1068655	1	
12011	997632	1068656	1	
12012	997634	1068657	1	
12013	997636	1068658	1	
12014	997639	1068659	1	
12015	997643	1068660	1	
12016	997651	1068661	1	
12017	997653	1068662	1	
12018	997662	1068663	1	
12019	997670	1068664	1	
12020	997671	1068665	1	
12021	997674	1068666	1	
12022	997680	1068667	1	
12023	997681	1068668	1	
12024	997682	1068669	1	
12025	997696	1068670	1	
12026	997699	1068671	1	
12027	997700	1068672	1	
12028	997708	1068673	1	
12029	997709	1068674	1	
12030	997710	1068675	1	
12031	997711	1068676	1	
12032	997724	1068677	1	
12033	997726	1068678	1	
12034	997733	1068679	1	
12035	997737	1068680	1	
12036	997745	1068681	1	
12037	997747	1068682	1	
12038	997756	1068683	1	
12039	997766	1068684	1	
12040	997768	1068685	1	
12041	-1	-1	0	
12042	997774	1068687	1	
12043	997780	1068688	1	
12044	997794	1068689	1	
12045	997799	1068690	1	
12046	954310	1068691	1	
12047	954315	1068692	1	
12048	954317	1068693	1	
12049	954329	1068694	1	
12050	954331	1068695	1	
12051	954337	1068696	1	
12052	954342	1068697	1	
12053	954346	1068698	1	
12054	954356	1068699	1	
12055	954357	1068700	1	
12056	954366	1068701	1	
12057	954367	1068702	1	
12058	-1	-1	0	
12059	954379	1068704	1	
12060	954380	1068705	1	
12061	954382	1068706	1	
12062	954387	1068707	1	
12063	954394	1068708	1	
12064	954401	1068709	1	
12065	954408	1068710	1	
12066	954426	1068711	1	
12067	954427	1068712	1	
12068	954429	1068713	1	
12069	954447	1068714	1	
12070	954460	1068715	1	
12071	954480	1068716	1	
12072	954498	1068717	1	
12073	954505	1068718	1	
12074	954514	1068719	1	
12075	954542	1068720	1	
12076	-1	-1	0	
12077	954562	1068722	1	
12078	954566	1068723	1	
12079	954568	1068724	1	
12080	954586	1068725	1	
12081	954603	1068726	1	
12082	-1	-1	0	
12083	954616	1068728	1	
12084	954639	1068729	1	
12085	954647	1068730	1	
12086	954659	1068731	1	
12087	954666	1068732	1	
12088	954668	1068733	1	
12089	954670	1068734	1	
12090	954680	1068735	1	
12091	954689	1068736	1	
12092	954692	1068737	1	
12093	-1	-1	0	
12094	954706	1068739	1	
12095	954713	1068740	1	
12096	954745	1068741	1	
12097	-1	-1	0	
12098	954773	1068743	1	
12099	954789	1068744	1	
12100	954793	1068745	1	
12101	954815	1068746	1	
12102	954832	1068747	1	
12103	954847	1068748	1	
12104	954862	1068749	1	
12105	954869	1068750	1	
12106	483958	650134	1	
12107	954870	1068751	1	
12108	954907	1068752	1	
12109	954925	1068753	1	
12110	954933	1068754	1	
12111	954944	1068755	1	
12112	954961	1068756	1	
12113	-1	-1	0	
12114	954972	1068758	1	
12115	954975	1068759	1	
12116	954976	1068760	1	
12117	954982	1068761	1	
12118	931783	1068762	1	
12119	931852	1068763	1	
12120	931877	1068764	1	
12121	931932	1068765	1	
12122	931937	1068766	1	
12123	931945	1068767	1	
12124	931948	1068768	1	
12125	931950	1068769	1	
12126	931951	1068770	1	
12127	931961	1068771	1	
12128	931967	1068772	1	
12129	931968	1068773	1	
12130	931971	1068774	1	
12131	931972	1068775	1	
12132	931978	1068776	1	
12133	931982	1068777	1	
12134	932010	1068778	1	
12135	932019	1068779	1	
12136	946731	1068780	1	
12137	946736	1068781	1	
12138	946742	1068782	1	
12139	946743	1068783	1	
12140	946747	1068784	1	
12141	946766	1068785	1	
12142	946768	1068786	1	
12143	946772	1068787	1	
12144	946782	1068788	1	
12145	946787	1068789	1	
12146	946792	1068790	1	
12147	946793	1068791	1	
12148	947967	975052	1	
12149	946794	1068792	1	
12150	947975	975054	1	
12151	946795	1068793	1	
12152	947984	975056	1	
12153	-1	-1	0	
12154	946796	1068794	1	
12155	946809	1068795	1	
12156	946821	1068796	1	
12157	946824	1068797	1	
12158	946850	1068798	1	
12159	946857	1068799	1	
12160	946858	1068800	1	
12161	946862	1068801	1	
12162	946870	1068802	1	
12163	946878	1068803	1	
12164	946884	1068804	1	
12165	946885	1068805	1	
12166	946895	1068806	1	
12167	946907	1068807	1	
12168	946919	1068808	1	
12169	946934	1068809	1	
12170	946942	1068810	1	
12171	946943	1068811	1	
12172	946958	1068812	1	
12173	946963	1068813	1	
12174	946972	1068814	1	
12175	946985	1068815	1	
12176	946992	1068816	1	
12177	947017	1068817	1	
12178	947022	1068818	1	
12179	947030	1068819	1	
12180	947038	1068820	1	
12181	947039	1068821	1	
12182	-1	-1	0	
12183	947055	1068823	1	
12184	947059	1068824	1	
12185	947067	1068825	1	
12186	947069	1068826	1	
12187	947071	1068827	1	
12188	-1	-1	0	
12189	947078	1068829	1	
12190	947091	1068830	1	
12191	947100	1068831	1	
12192	947101	1068832	1	
12193	947115	1068833	1	
12194	947124	1068834	1	
12195	947125	1068835	1	
12196	915377	1068836	1	
12197	915380	1068837	1	
12198	915399	1068838	1	
12199	915407	1068839	1	
12200	915408	1068840	1	
12201	915423	1068841	1	
12202	915427	1068842	1	
12203	915428	1068843	1	
12204	915430	1068844	1	
12205	847729	1068845	1	
12206	566016	1068846	1	
12207	-1	-1	0	
12208	738671	1068848	1	
12209	738724	1068849	1	
12210	738863	1068850	1	
12211	738970	1068851	1	
12212	739006	1068852	1	
12213	739085	1068853	1	
12214	93227	880080	1	
12215	739103	1068854	1	
12216	739111	1068855	1	
12217	-1	-1	0	
12218	739158	1068857	1	
12219	-1	-1	0	
12220	-1	-1	0	
12221	739484	1068860	1	
12222	739535	1068861	1	
12223	-1	-1	0	
12224	739537	1068862	1	
12225	739547	1068863	1	
12226	739615	1068864	1	
12227	739686	1068865	1	
12228	580887	1068866	1	
12229	595244	1068867	1	
12230	515676	1068868	1	
12231	559925	1068869	1	
12232	559994	1068870	1	
12233	593897	1068871	1	
12234	-1	-1	0	
12235	652095	1068873	1	
12236	652123	1068874	1	
12237	992076	1020893	1	
12238	992079	1020894	1	
12239	992080	1020895	1	
12240	652173	1068875	1	
12241	652211	1068876	1	
12242	992094	1020898	1	
12243	652221	1068877	1	
12244	-1	-1	0	
12245	-1	-1	0	
12246	992117	1020902	1	
12247	992120	1020903	1	
12248	652488	1068879	1	
12249	625610	1068880	1	
12250	471016	1068881	1	
12251	471251	1068882	1	
12252	713900	1068883	1	
12253	713926	1068884	1	
12254	713962	1068885	1	
12255	713966	1068886	1	
12256	-1	-1	0	
12257	714041	1068888	1	
12258	714066	1068889	1	
12259	714138	1068890	1	
12260	714164	1068891	1	
12261	714175	1068892	1	
12262	989307	1068893	1	
12263	989308	1068894	1	
12264	989324	1068895	1	
12265	989334	1068896	1	
12266	989339	1068897	1	
12267	989340	1068898	1	
12268	989352	1068899	1	
12269	989354	1068900	1	
12270	989365	1068901	1	
12271	989369	1068902	1	
12272	989371	1068903	1	
12273	897970	927945	1	
12274	989374	1068904	1	
12275	989376	1068905	1	
12276	989390	1068906	1	
12277	897981	927949	1	
12278	989398	1068907	1	
12279	989401	1068908	1	
12280	989406	1068909	1	
12281	989409	1068910	1	
12282	989415	1068911	1	
12283	989419	1068912	1	
12284	989420	1068913	1	
12285	989425	1068914	1	
12286	989426	1068915	1	
12287	-1	-1	0	
12288	989430	1068916	1	
12289	-1	-1	0	
12290	617667	835252	1	
12291	989434	1068918	1	
12292	989439	1068919	1	
12293	617709	835255	1	
12294	989440	1068920	1	
12295	989445	1068921	1	
12296	989449	1068922	1	
12297	989451	1068923	1	
12298	989467	1068924	1	
12299	989472	1068925	1	
12300	989473	1068926	1	
12301	989491	1068927	1	
12302	989496	1068928	1	
12303	989498	1068929	1	
12304	989506	1068930	1	
12305	989508	1068931	1	
12306	989524	1068932	1	
12307	989527	1068933	1	
12308	989530	1068934	1	
12309	989533	1068935	1	
12310	989542	1068936	1	
12311	989543	1068937	1	
12312	989545	1068938	1	
12313	989548	1068939	1	
12314	989550	1068940	1	
12315	989555	1068941	1	
12316	989562	1068942	1	
12317	989565	1068943	1	
12318	989570	1068944	1	
12319	989583	1068945	1	
12320	-1	-1	0	
12321	989603	1068947	1	
12322	989606	1068948	1	
12323	989614	1068949	1	
12324	989623	1068950	1	
12325	989629	1068951	1	
12326	-1	-1	0	
12327	989632	1068953	1	
12328	-1	-1	0	
12329	989645	1068955	1	
12330	989646	1068956	1	
12331	989653	1068957	1	
12332	989655	1068958	1	
12333	989663	1068959	1	
12334	989669	1068960	1	
12335	989683	1068961	1	
12336	989695	1068962	1	
12337	989696	1068963	1	
12338	989700	1068964	1	
12339	989701	1068965	1	
12340	989713	1068966	1	
12341	989716	1068967	1	
12342	989719	1068968	1	
12343	989720	1068969	1	
12344	989721	1068970	1	
12345	989722	1068971	1	
12346	989723	1068972	1	
12347	989724	1068973	1	
12348	989725	1068974	1	
12349	989727	1068975	1	
12350	989728	1068976	1	
12351	989731	1068977	1	
12352	989737	1068978	1	
12353	989752	1068979	1	
12354	989761	1068980	1	
12355	989769	1068981	1	
12356	989773	1068982	1	
12357	989779	1068983	1	
12358	989782	1068984	1	
12359	989785	1068985	1	
12360	989799	1068986	1	
12361	989801	1068987	1	
12362	989807	1068988	1	
12363	989809	1068989	1	
12364	989821	1068990	1	
12365	989823	1068991	1	
12366	989824	1068992	1	
12367	989828	1068993	1	
12368	989835	1068994	1	
12369	989841	1068995	1	
12370	989842	1068996	1	
12371	989850	1068997	1	
12372	989863	1068998	1	
12373	989878	1068999	1	
12374	989885	1069000	1	
12375	989888	1069001	1	
12376	989889	1069002	1	
12377	989890	1069003	1	
12378	989898	1069004	1	
12379	989901	1069005	1	
12380	989903	1069006	1	
12381	989910	1069007	1	
12382	989915	1069008	1	
12383	989918	1069009	1	
12384	989919	1069010	1	
12385	989921	1069011	1	
12386	989965	1069012	1	
12387	989968	1069013	1	
12388	989972	1069014	1	
12389	989973	1069015	1	
12390	989980	1069016	1	
12391	989983	1069017	1	
12392	989990	1069018	1	
12393	989995	1069019	1	
12394	990007	1069020	1	
12395	990009	1069021	1	
12396	990025	1069022	1	
12397	990033	1069023	1	
12398	990034	1069024	1	
12399	990037	1069025	1	
12400	990038	1069026	1	
12401	990039	1069027	1	
12402	990048	1069028	1	
12403	-1	-1	0	
12404	-1	-1	0	
12405	990073	1069031	1	
12406	-1	-1	0	
12407	990077	1069033	1	
12408	990083	1069034	1	
12409	-1	-1	0	
12410	990089	1069036	1	
12411	990091	1069037	1	
12412	990094	1069038	1	
12413	990096	1069039	1	
12414	990100	1069040	1	
12415	990101	1069041	1	
12416	990105	1069042	1	
12417	990121	1069043	1	
12418	990123	1069044	1	
12419	990138	1069045	1	
12420	990140	1069046	1	
12421	-1	-1	0	
12422	990146	1069048	1	
12423	990148	1069049	1	
12424	990150	1069050	1	
12425	990157	1069051	1	
12426	948978	975314	1	
12427	948981	975315	1	
12428	948984	975316	1	
12429	948994	975317	1	
12430	948996	975318	1	
12431	990158	1069052	1	
12432	990160	1069053	1	
12433	949004	975321	1	
12434	990161	1069054	1	
12435	990165	1069055	1	
12436	990169	1069056	1	
12437	990171	1069057	1	
12438	990172	1069058	1	
12439	990173	1069059	1	
12440	990174	1069060	1	
12441	990175	1069061	1	
12442	990179	1069062	1	
12443	990180	1069063	1	
12444	990182	1069064	1	
12445	990223	1069065	1	
12446	990224	1069066	1	
12447	990233	1069067	1	
12448	990240	1069068	1	
12449	990247	1069069	1	
12450	990259	1069070	1	
12451	990260	1069071	1	
12452	990262	1069072	1	
12453	990265	1069073	1	
12454	980105	1069074	1	
12455	980107	1069075	1	
12456	980121	1069076	1	
12457	980127	1069077	1	
12458	980146	1069078	1	
12459	980154	1069079	1	
12460	980155	1069080	1	
12461	980162	1069081	1	
12462	-1	-1	0	
12463	980180	1069083	1	
12464	980184	1069084	1	
12465	89371	324917	1	
12466	980193	1069085	1	
12467	980194	1069086	1	
12468	980197	1069087	1	
12469	980203	1069088	1	
12470	980204	1069089	1	
12471	980205	1069090	1	
12472	980211	1069091	1	
12473	980214	1069092	1	
12474	980218	1069093	1	
12475	980225	1069094	1	
12476	980226	1069095	1	
12477	980230	1069096	1	
12478	980236	1069097	1	
12479	980237	1069098	1	
12480	980238	1069099	1	
12481	980239	1069100	1	
12482	980241	1069101	1	
12483	980244	1069102	1	
12484	980247	1069103	1	
12485	980266	1069104	1	
12486	980271	1069105	1	
12487	777329	880340	1	
12488	777344	880341	1	
12489	980275	1069106	1	
12490	980277	1069107	1	
12491	980284	1069108	1	
12492	980291	1069109	1	
12493	980293	1069110	1	
12494	980294	1069111	1	
12495	980297	1069112	1	
12496	980302	1069113	1	
12497	980306	1069114	1	
12498	980310	1069115	1	
12499	980313	1069116	1	
12500	980324	1069117	1	
12501	993012	1021140	1	
12502	980333	1069118	1	
12503	993037	1021142	1	
12504	993041	1021143	1	
12505	980339	1069119	1	
12506	980361	1069120	1	
12507	993050	1021146	1	
12508	993051	1021147	1	
12509	1014656	1069121	1	
12510	1014662	1069122	1	
12511	1014672	1069123	1	
12512	1014684	1069124	1	
12513	1014688	1069125	1	
12514	1014694	1069126	1	
12515	1014698	1069127	1	
12516	1014700	1069128	1	
12517	1014704	1069129	1	
12518	1014707	1069130	1	
12519	1014710	1069131	1	
12520	1014716	1069132	1	
12521	1014717	1069133	1	
12522	1014719	1069134	1	
12523	1014720	1069135	1	
12524	1014727	1069136	1	
12525	1014728	1069137	1	
12526	1014731	1069138	1	
12527	1014732	1069139	1	
12528	1014733	1069140	1	
12529	1014740	1069141	1	
12530	1014745	1069142	1	
12531	1014749	1069143	1	
12532	1014752	1069144	1	
12533	1014758	1069145	1	
12534	1014760	1069146	1	
12535	-1	-1	0	
12536	1014765	1069148	1	
12537	-1	-1	0	
12538	1014769	1069150	1	
12539	-1	-1	0	
12540	1014782	1069152	1	
12541	1014788	1069153	1	
12542	1014789	1069154	1	
12543	1014792	1069155	1	
12544	899174	928205	1	
12545	1014795	1069156	1	
12546	1014799	1069157	1	
12547	1014800	1069158	1	
12548	94121	742035	1	
12549	1014813	1069159	1	
12550	899195	928210	1	
12551	1014820	1069160	1	
12552	899198	928211	1	
12553	899212	928212	1	
12554	766733	835504	1	
12555	1014823	1069161	1	
12556	1014831	1069162	1	
12557	1014832	1069163	1	
12558	1014834	1069164	1	
12559	1014839	1069165	1	
12560	1014842	1069166	1	
12561	766738	835509	1	
12562	1014855	1069167	1	
12563	1014858	1069168	1	
12564	1014863	1069169	1	
12565	1014866	1069170	1	
12566	1014869	1069171	1	
12567	1014870	1069172	1	
12568	1014874	1069173	1	
12569	1014878	1069174	1	
12570	1014885	1069175	1	
12571	1014887	1069176	1	
12572	1014888	1069177	1	
12573	1014899	1069178	1	
12574	1014910	1069179	1	
12575	1014911	1069180	1	
12576	1014923	1069181	1	
12577	1014932	1069182	1	
12578	1014935	1069183	1	
12579	1014937	1069184	1	
12580	1014945	1069185	1	
12581	1014950	1069186	1	
12582	1014958	1069187	1	
12583	1014961	1069188	1	
12584	1014963	1069189	1	
12585	1014969	1069190	1	
12586	1014970	1069191	1	
12587	1014974	1069192	1	
12588	1014985	1069193	1	
12589	1014987	1069194	1	
12590	1014991	1069195	1	
12591	1014992	1069196	1	
12592	1014995	1069197	1	
12593	1014996	1069198	1	
12594	1014998	1069199	1	
12595	1014999	1069200	1	
12596	1015001	1069201	1	
12597	1015007	1069202	1	
12598	1015009	1069203	1	
12599	1015013	1069204	1	
12600	1015015	1069205	1	
12601	1015020	1069206	1	
12602	1015021	1069207	1	
12603	1015025	1069208	1	
12604	1015033	1069209	1	
12605	1015035	1069210	1	
12606	-1	-1	0	
12607	1015038	1069212	1	
12608	1015042	1069213	1	
12609	1015048	1069214	1	
12610	1015049	1069215	1	
12611	1015054	1069216	1	
12612	1015057	1069217	1	
12613	1015060	1069218	1	
12614	1015061	1069219	1	
12615	1015062	1069220	1	
12616	1015064	1069221	1	
12617	1015065	1069222	1	
12618	-1	-1	0	
12619	1015069	1069224	1	
12620	1015074	1069225	1	
12621	1015085	1069226	1	
12622	-1	-1	0	
12623	1015090	1069228	1	
12624	1015097	1069229	1	
12625	1015106	1069230	1	
12626	1015112	1069231	1	
12627	1015116	1069232	1	
12628	1015119	1069233	1	
12629	1015126	1069234	1	
12630	1015129	1069235	1	
12631	1015130	1069236	1	
12632	1015131	1069237	1	
12633	1015136	1069238	1	
12634	1015141	1069239	1	
12635	1015142	1069240	1	
12636	1015146	1069241	1	
12637	1015149	1069242	1	
12638	1015151	1069243	1	
12639	1015153	1069244	1	
12640	1015159	1069245	1	
12641	1015160	1069246	1	
12642	779527	1069247	1	
12643	-1	-1	0	
12644	779596	1069249	1	
12645	779607	1069250	1	
12646	779622	1069251	1	
12647	779636	1069252	1	
12648	779677	1069253	1	
12649	968532	1069254	1	
12650	968533	1069255	1	
12651	968534	1069256	1	
12652	968535	1069257	1	
12653	968538	1069258	1	
12654	968545	1069259	1	
12655	968552	1069260	1	
12656	968556	1069261	1	
12657	968575	1069262	1	
12658	968582	1069263	1	
12659	968594	1069264	1	
12660	968596	1069265	1	
12661	968597	1069266	1	
12662	968598	1069267	1	
12663	968609	1069268	1	
12664	968613	1069269	1	
12665	968615	1069270	1	
12666	968623	1069271	1	
12667	968626	1069272	1	
12668	968633	1069273	1	
12669	-1	-1	0	
12670	968646	1069275	1	
12671	968660	1069276	1	
12672	968673	1069277	1	
12673	968679	1069278	1	
12674	-1	-1	0	
12675	968688	1069280	1	
12676	968703	1069281	1	
12677	968713	1069282	1	
12678	968735	1069283	1	
12679	968742	1069284	1	
12680	968767	1069285	1	
12681	968774	1069286	1	
12682	-1	-1	0	
12683	968780	1069288	1	
12684	968784	1069289	1	
12685	968794	1069290	1	
12686	968800	1069291	1	
12687	968801	1069292	1	
12688	968803	1069293	1	
12689	968823	1069294	1	
12690	968828	1069295	1	
12691	968830	1069296	1	
12692	968849	1069297	1	
12693	968852	1069298	1	
12694	968854	1069299	1	
12695	968858	1069300	1	
12696	968860	1069301	1	
12697	968866	1069302	1	
12698	968870	1069303	1	
12699	968873	1069304	1	
12700	968880	1069305	1	
12701	-1	-1	0	
12702	-1	-1	0	
12703	968894	1069308	1	
12704	968895	1069309	1	
12705	968897	1069310	1	
12706	968898	1069311	1	
12707	-1	-1	0	
12708	-1	-1	0	
12709	-1	-1	0	
12710	-1	-1	0	
12711	-1	-1	0	
12712	-1	-1	0	
12713	-1	-1	0	
12714	-1	-1	0	
12715	-1	-1	0	
12716	-1	-1	0	
12717	-1	-1	0	
12718	-1	-1	0	
12719	-1	-1	0	
12720	-1	-1	0	
12721	-1	-1	0	
12722	-1	-1	0	
12723	-1	-1	0	
12724	-1	-1	0	
12725	-1	-1	0	
12726	-1	-1	0	
12727	-1	-1	0	
12728	-1	-1	0	
12729	-1	-1	0	
12730	-1	-1	0	
12731	-1	-1	0	
12732	-1	-1	0	
12733	-1	-1	0	
12734	-1	-1	0	
12735	-1	-1	0	
12736	-1	-1	0	
12737	-1	-1	0	
12738	-1	-1	0	
12739	-1	-1	0	
12740	691885	880578	1	
12741	-1	-1	0	
12742	-1	-1	0	
12743	-1	-1	0	
12744	692029	880582	1	
12745	692039	880583	1	
12746	-1	-1	0	
12747	-1	-1	0	
12748	-1	-1	0	
12749	-1	-1	0	
12750	-1	-1	0	
12751	-1	-1	0	
12752	692185	880590	1	
12753	-1	-1	0	
12754	-1	-1	0	
12755	-1	-1	0	
12756	-1	-1	0	
12757	-1	-1	0	
12758	-1	-1	0	
12759	-1	-1	0	
12760	-1	-1	0	
12761	-1	-1	0	
12762	-1	-1	0	
12763	-1	-1	0	
12764	-1	-1	0	
12765	-1	-1	0	
12766	-1	-1	0	
12767	-1	-1	0	
12768	-1	-1	0	
12769	-1	-1	0	
12770	-1	-1	0	
12771	-1	-1	0	
12772	-1	-1	0	
12773	-1	-1	0	
12774	-1	-1	0	
12775	-1	-1	0	
12776	-1	-1	0	
12777	-1	-1	0	
12778	-1	-1	0	
12779	-1	-1	0	
12780	-1	-1	0	
12781	-1	-1	0	
12782	-1	-1	0	
12783	-1	-1	0	
12784	-1	-1	0	
12785	-1	-1	0	
12786	-1	-1	0	
12787	-1	-1	0	
12788	-1	-1	0	
12789	-1	-1	0	
12790	-1	-1	0	
12791	-1	-1	0	
12792	-1	-1	0	
12793	-1	-1	0	
12794	-1	-1	0	
12795	-1	-1	0	
12796	-1	-1	0	
12797	-1	-1	0	
12798	-1	-1	0	
12799	-1	-1	0	
12800	-1	-1	0	
12801	-1	-1	0	
12802	-1	-1	0	
12803	-1	-1	0	
12804	-1	-1	0	
12805	-1	-1	0	
12806	-1	-1	0	
12807	-1	-1	0	
12808	-1	-1	0	
12809	-1	-1	0	
12810	-1	-1	0	
12811	-1	-1	0	
12812	-1	-1	0	
12813	-1	-1	0	
12814	-1	-1	0	
12815	-1	-1	0	
12816	-1	-1	0	
12817	-1	-1	0	
12818	-1	-1	0	
12819	-1	-1	0	
12820	-1	-1	0	
12821	900320	928463	1	
12822	900331	928464	1	
12823	900333	928465	1	
12824	519221	742303	1	
12825	-1	-1	0	
12826	900347	928467	1	
12827	900350	928468	1	
12828	-1	-1	0	
12829	626914	790956	1	
12830	900358	928470	1	
12831	-1	-1	0	
12832	900374	928472	1	
12833	900380	928473	1	
12834	900381	928474	1	
12835	-1	-1	0	
12836	-1	-1	0	
12837	-1	-1	0	
12838	-1	-1	0	
